PT	UT	PM	DT	LT	TI	FT	AU	CA	BA	BE	PN	AE	DG	PC	PL	SO	SE	PY	PD	VL	IS	PS	BP	EP	LA	ME	CT	CL	CY	SP	AB	C1	EM	RI	OI	U1	U2	CR	NR	TC	Z9	PU	PA	SC	SN	EI	DI	BN	MC	CC	TA	DS	CH	GN	SD	GE	TM	MQ	PR	MI	OA	HC	HP	DA	
J	BCI:BCI201000482158				PREGNANCY-RELATED FACTORS AND THE RISK OF BREAST CARCINOMA IN SITU AND INVASIVE BREAST CANCER AMONG POSTMENOPAUSAL WOMEN IN THE CALIFORNIA TEACHERS STUDY COHORT		Ma, H.; Henderson, K. D.; Sullivan-Halley, J.; Duan, L.; Marshall, S. F.; Ursin, G.; Horn-Ross, P. L.; Largent, J.; Bernstein, L.									American Journal of Epidemiology		2010	JUN 1 2010	171	Suppl. 11	S29	S29											Ursin, Giske/U-6637-2017	Ursin, Giske/0000-0002-0835-9507										0002-9262	1476-6256																			
J	BCI:BCI201000246996	19896281			Might the widespread use of statin drugs explain the increase in prevalence of breast carcinoma in situ?		Goldstein, Mark R. (markrgoldstein@comcast.net) ; Mascitelli, Luca (lumasci@libero.it) ; Pezzetta, Francesca (francesca.pezzetta@libero.it)									Medical Hypotheses		2010	MAR 2010	74	3	613-614	613	614																					0306-9877		10.1016/j.mehy.2009.10.016																		
J	BCI:BCI201000341848				Lobular Carcinoma Progression Model: Immunohistochemical Analysis on Tissue Microarray		Chen, F.; Cangiarella, J.; Chiriboga, L.; Darvishian, F.									Modern Pathology		2010	FEB 2010	23	Suppl. 1	39A	39A																						0893-3952																				
J	BCI:BCI201000341849				Downregulation of Hematopoietic Progenitor Kinase 1 Protein Level in Ductal Carcinoma In Situ and Invasive Ductal Carcinoma of Breast		Chen, S.; Albarracin, C.; Wang, H.; Klein, K.; Sahin, A.; Wang, H. M.									Modern Pathology		2010	FEB 2010	23	Suppl. 1	39A-40A	39A	40A																					0893-3952																				
B	BCI:BCI201000089254				In situ Breast Cancer		Sprague, Brian L. (bsprague@wisc.edu) ; Trentham-Dietz, Amy (trentham@wisc.edu)			Li, CI						Breast Cancer Epidemiology		2010				47-72	47	72																							10.1007/978-1-4419-0685-4_3	978-1-4419-0684-7(H)																	
J	BCI:BCI201000255575	20208137			Microarray analysis of suppression subtracted hybridisation libraries identifies genes associated with breast cancer progression		Barraclough, Dong Liu; Sewart, Susan; Rudland, Philip S.; Shoker, Balvinder S.; Sibson, D. Ross; Barraclough, Roger (brb@liverpool.ac.uk) ; Davies, Michael P. A.									Cellular Oncology		2010		32	1-2	87-99	87	99							Background: A major challenge of cancer research is to identify key molecules which are responsible for the development of the malignant metastatic phenotype, the major cause of cancer death.Methods: Four subtracted cDNA libraries were constructed representing mRNAs differentially expressed between benign and malignant human breast tumour cells and between micro-dissected breast carcinoma in situ and invasive carcinoma. Hundreds of differentially expressed cDNAs from the libraries were micro-arrayed and screened with mRNAs from human breast tumor cell lines and clinical specimens. Gene products were further examined by RT-PCR and correlated with clinical data.Results: The combination of subtractive hybridisation and microarray analysis has identified a panel of 15 cDNAs which shows strong correlations with estrogen receptor status, malignancy or relapse. This panel included S100P, which was associated with aneuploidy in cell lines and relapse/death in patients, and AGR2 which was associated with estrogen receptor and with patient relapse. X-box binding protein-1 is also an estrogen-dependent gene and is associated with better survival for breast cancer patients.Conclusions: The combination of subtracted cDNA libraries and microarray analysis has thus identified potential diagnostic/prognostic biomarkers and targets for cancer therapy, which have not been identified from common prognostic gene signatures.			Barraclough, Dong/E-2205-2012	Davies, Michael Peter Alan/0000-0002-7609-4977; Barraclough, Dong/0000-0001-8440-0623										1570-5870		10.3233/CLO-2009-0499																		
J	BCI:BCI201000165958				Molecular Alterations in Pleomorphic Lobular Carcinoma In Situ (PLCIS) of the Breast		Chivukula, M.; Brufsky, A.; Carter, G.; Chandran, U.; Lyons-Weiler, M.; Dabbs, D. J.									Cancer Research		2009	DEC 15 2009	69	24, Suppl. 3	765S-766S	765S	766S																					0008-5472																				
J	BCI:BCI200900051456	18804527			Molecular signatures associated with transformation and progression to breast cancer in the isogenic MCF10 model		Rhee, Dong Keun; Park, Su Hyung; Jang, Yeun Yu (ykjang@yonsei.ac.kr)									Genomics		2008	DEC 2008	92	6	419-428	419	428							Comparative microarray analyses provided insight into understanding transcript changes during cancer progression; however, a reproducible signature underlying breast carcinogenesis has yet to be little available. We utilized gene expression profiling to define molecular signatures associated with transformation and cancer progression in a series of isogenic human breast cancer cell lines including a normal, benign, noninvasive and invasive carcinoma. Clustering analysis revealed four distinct expression patterns based on upregulation or downregulation patterns. These profiles proved quite useful for describing breast cancer tumorigenesis and invasiveness. Downregulation of TNFSF7, S100A4, S100A7, S100A8, and S100A9 (calcium-binding protein family), and upregulation of kallikrein-5 and thrombospondin-1 were associated with transformation and progression of breast cancer cells. Importantly, downregulation of the genes was reversed by treatment with silencing inhibitors, implying the potential roles of epigenetic inactivation in breast carcinogenesis. Exogenous expressions of S100A8 and S100A9 inhibit growth in benign and noninvasive carcinoma cells, suggesting their negative role in cell proliferation. The data presented here may facilitate the identification and functional analyses of prognostic biomarkers for breast cancer. (C) 2008 Elsevier Inc. All rights reserved.														0888-7543		10.1016/j.ygeno.2008.08.005																		
J	BCI:BCI200900314165				EXPRESSION OF CATHEPSIN-D IN HUMAN DUCTAL BREAST CARCINOMA IN SITU, INVASIVE CARCINOMAS, THEIR LYMPH NODE METASTASES, THEIR DISTANT METASTASES, CARCINOMAS WITH RECURRENCE AND IN RECURRENCE TISSUES		Shabani, N.; Mylonas, I.; Kuhn, C.; Kunert-Keil, C.; Schindlbeck, C.; Gerber, B.; Camara, O.; Runnebaum, I. B.; Friese, K.; Jeschke, U.									Anticancer Research		2008	NOV-DEC 2008	28	6B	4049-4050	4049	4050																					0250-7005																				
J	BCI:BCI200800508953	18665169			The occurrence of invasive cancers following a diagnosis of breast carcinoma in situ		Robinson, D. (dave.robinson@kcl.ac.uk) ; Holmberg, L.; Moller, H.									British Journal of Cancer		2008	AUG 2008	99	4	611-615	611	615							Approximately 1 in every 600 women attending breast-screening programmes in the United Kingdom is diagnosed with breast carcinoma in situ (BCIS). However, there is little information on the occurrence of subsequent cancers (other than second breast cancers) in these women. We investigated the occurrence of invasive cancers in 12 836 women diagnosed with BCIS in southeast England between 1971 and 2003, using data from the Thames Cancer Registry. A greater than expected number of subsequent cancers was found for two sites: breast ( standardised incidence ratio (SIR) 1.96; 95% confidence interval (CI) 1.79 - 2.14) and corpus uteri (SIR 1.42; 95% CI 1.11 - 1.78). For subsequent ipsilateral breast cancer in those treated with breast conservation, the excess was independent of the time since diagnosis of BCIS, whereas for subsequent contralateral breast cancer, there was a steady decline in excess over time. For subsequent uterine cancer, the excess became statistically significant only at 45 years after BCIS diagnosis, consistent with a treatment effect. This was further supported by Cox regression anaysis: the risk of subsequent uterine cancer was significantly increased in women receiving hormonal therapy compared with those not receiving it, with a hazard ratio of 2.97 (95% CI 1.84 - 4.80).				Moller, Henrik/0000-0001-8200-5929										0007-0920	1532-1827	10.1038/sj.bjc.6604524																		
J	BCI:BCI200800251817	18321365			Pagetoid dyskeratosis of the nipple epidermis: an incidental finding mimicking Paget's disease of the nipple		Francisca Garijo, M.; Val, Daniel; Fernando Val-Bernal, J. (apavbj@humv.es)									APMIS		2008	FEB 2008	116	2	139-146	139	146							Pagetoid dyskeratosis (PD) is considered a selective keratinocytic response in which a small part of the normal population of pale keratinocytes is induced to proliferate. PD has been found incidentally in the squamous epithelium of the skin and mucosas in various locations, but not in the nipple. In cases in which PD cells are conspicuous, there is the danger of overdiagnosis. In a retrospective study, we describe the location and incidence of PD and other pale cells in the nipple epidermis, in 288 mastectomy specimens from women operated on for breast carcinoma, in situ or infiltrating, selected consecutively from our histopathologic files. In addition to the conventional histologic methods an immunohistochemical study was performed in selected cases. PD was found in 184 (63.9%) cases and was a prominent finding in 37 (12.8%) cases. Toker cells (TCs) were identified by standard light microscopy in 24 (8.3%) nipples. Paget carcinoma cells (PCCs) were found in 12 (4.2%) cases, and in 9 (3.1%) they were an incidental finding. The immunohistochemical profile of each type of pale cells was as follows: PD cells, EMA-,LMWCK-,CK7-,HMWCK+, CEA-, HER2/neu protein-, HMB45-, HPV-; TCs, EMA+, LMWCK+, CK7+, HMWCK-, CEA-, HER2/neu protein-, HMB45-, HPV-; PCCs, EMA+, LMWCK+, CK7+, HMWCK-, CEA+, HER2/neu protein+, HMB45-, HPV-. In conclusion, friction may be the stimulus for the appearance of PD cells. PD cells must be distinguished from TCs, PCCs, clear cells of Bowen's disease, pagetoid melanoma cells, cells of clear cell papulosis, koilocytes, artifactual clear cells, and glycogen-rich squamous cells. A combination of immunohistochemical markers is useful for this distinction; however, routine histologic study is usually adequate for recognizing PD. Pathologists should be familiar with the histologic features of PD in the nipple epidermis to avoid misdiagnosis.				Val-Bernal, J. Fernando/0000-0001-8754-3064										0903-4641		10.1111/j.1600-0463.2008.00826.x																		
J	BCI:BCI200800240665	18317962			OSM, LIF, its receptors, and its relationship with the malignance in human breast carcinoma (in situ and in infiltrative)		Garcia-Tunon, Ignacio; Ricote, Monica; Ruiz, Antonio; Fraile, Benito; Paniagua, Ricardo; Royuela, Mar (mar.royuela@uah.es)									Cancer Investigation		2008		26	3	222-229	222	229							IL-6 cytokine family is composed by several members. IL-6, LIF, and gp130 have been associated with cancer progression. Cytokines play an important role in tumoral growth, invasion of the vessels and development of metastases. Immunoexpressions of LIF, OSM, LIFR beta and OSMR beta were studied in benign breast lesion, in situ and infiltrating tumors by Western blot and immunohistochemistry. Percentages of positive samples to OSM, LIF and OSMR beta were higher in in situ carcinoma than in benign diseases and even higher in infiltrating tumors. gp130-positive samples was higher in infiltrating tumor than in benign diseases. All samples studied were LIFR beta-positive. Infiltrating tumors showed the most intense immunostaining to LIFR beta, OSM and OSMR beta; comparing present results revealed an association between the expression of these proteins and increasing malignancy. In conclusions, development of breast tumor increases the expression of OSM, LIF, OSMR beta, LIFR beta and gp130, and this expression may be associated with the malignancy. IL-6 family exert their action through transducer receptor gp130, and gp130 expression increase with malignance, it might be a crucial point in the development of infiltrative adenocarcinoma. The secretion of OSM and LIF by both epithelial and stromal (paracrine manner) cells seems to promote tumor growth.			Garcia-Tunon Llanio, Ignacio/K-9901-2014	Garcia-Tunon Llanio, Ignacio/0000-0003-4758-2151										0735-7907		10.1080/07357900701638491																		
J	BCI:BCI200800314948				Serial analysis of gene expression of lobular carcinoma in situ identifies Upregulation of metalloproteinase MMP-9 and downregulation of tight junction protein claudin 4		Cao, D.; Polyak, K.; Iacobuzio-Donahue, C.; Goggins, M.; Wu, X.; Sukumar, S.; Hicks, J.; De Marzo, A.; Argani, P.									Modern Pathology		2008	JAN 2008	21	Suppl. 1	26A	26A																						0893-3952																				
J	BCI:BCI200800315107				Impact of additional margins on breast conserving surgery in patients with ductal carcinoma in situ		Wen, Y. H.; Roses, D. F.; Axelrod, D. M.; Guth, A. A.; Shapiro, R. L.; Berman, R.; Singh, B.									Modern Pathology		2008	JAN 2008	21	Suppl. 1	60A	60A																						0893-3952																				
J	BCI:BCI200800158608				Breast carcinoma in situ and the prevalence of BRCA1 and BRCA2 mutations in a large commercial database.		Hall, M. J.; Reid, J. E.; Noll, W. W.; Frye, C. A.; Burbidge, L. A.; Wenstrup, R. J.									Breast Cancer Research and Treatment		2007	DEC 2007	106	Suppl. 1	S96	S96																						0167-6806																				
J	BCI:BCI200800054634	18006914			Ora contraceptive use and risk of breast carcinoma in situ		Nichols, Hazel B.; Trentham-Dietz, Amy (trentham@wisc.edu) ; Egan, Kathleen M.; Titus-Ernstoff, Linda; Hampton, John M.; Newcomb, Polly A.									Cancer Epidemiology Biomarkers & Prevention		2007	NOV 2007	16	11	2262-2268	2262	2268							There is some indication that oral contraceptive use may be associated with a small increase in risk of invasive breast cancer; however, oral contraceptive use in relation to breast carcinoma in situ (BCIS) has rarely been studied. We investigated oral contraceptive use in relation to risk of BCIS in a large population-based case-control study. Female residents of Wisconsin, Massachusetts, and New Hampshire aged 20 to 74 years with a new diagnosis of BCIS (n = 1,878) were identified from state-wide tumor registries in 1997 to 2001. Age-matched female controls (n = 8,041) were randomly selected from population lists. Information on oral contraceptive use and other risk factors was collected during structured telephone interviews. Odds ratios (OR) and 95% confidence intervals (95% CI) were estimated using logistic regression. In multivariate models, ever use of oral contraceptives was associated with a small and marginally significant increase in BCIS overall (OR, 1.11; 95% CI, 0.99-1.25) and for ductal carcinoma in situ (OR, 1.15; 95% CI, 1.01-1.31). No strong associations were detected according to age started, duration, time since first or last use, or oral contraceptive use relative to the first fullterm pregnancy. The slightly increased risk of BCIS seemed limited to former users (OR, 1.13; 95% CI, 1.00-1.27) and women without a family history of breast cancer (OR, 1.16; 95% CI, 1.01-1.32 for ever versus never use). Consistent with invasive breast cancer, these results suggest that oral contraceptive use is at most a minor contributor to BCIS risk.														1055-9965		10.1158/1055-9965.EPI-07-0456																		
J	BCI:BCI200800129502				The value of sentinel lymph node biopsy in DCIS(M) of the breast		van la Parra, R.; Ernst, M. F.; Barneveld, P. C.; Broekman, J.; Rutten, M. J. C. M.; Bosscha, K.									EJC Supplements		2007	SEP 2007	5	4	206	206																						1359-6349		10.1016/S1359-6349(07)70836-4																		
J	BCI:BCI200700600972	17449902			Genetic variation in TP53 and risk of breast cancer in a population-based case-control study		Sprague, Brian L.; Trentham-Dietz, Amy (trentham@wisc.edu) ; Garcia-Closas, Montserrat; Newcomb, Polly A.; Ernstoff, Linda Titus-; Hampton, John M.; Chanock, Stephen J.; Haines, Jonathan L.; Egan, Kathleen M.									Carcinogenesis (Oxford)		2007	AUG 2007	28	8	1680-1686	1680	1686							Whereas germ line missense mutations in the tumor suppressor gene TP53 are associated with a marked predisposition to breast cancer, single-nucleotide polymorphisms (SNPs) may play a more modest role in breast cancer susceptibility. We examined genetic variation in TP53 in relation to breast cancer risk among women aged 20-74 years in a population-based case-control study in Wisconsin, Massachusetts and New Hampshire. Analyses were conducted separately for in situ (176 cases/581 controls) and invasive (1490 cases/1291 controls) breast cancer. Oral mucosal DNA samples were genotyped for the codon 72 polymorphism in exon 4 (rs1042522), seven intronic SNPs and three SNPs residing in the 3' untranslated region (UTR). Logistic regression was used to obtain age- and state-adjusted odds ratios for individual SNPs. Haplotypes were reconstructed using PHASE software, and the overall association with breast cancer risk was assessed using a global score test. None of the 11 individual SNPs or eight common haplotypes were significantly related to breast carcinoma in situ risk. Among all women, two linked SNPs (D' = 0.99, r(2) = 0.95) on intron 7 (rs12951053, rs12947788) were associated with modest increases in invasive breast cancer risk; however, associations were only significant for heterozygous carriers. The data suggested that additional variants in the 3' UTR (rs9894946), and in two correlated SNPs (D' = 0.94, r(2) = 0.81) in introns 6 (rs1625895) and 4 (rs2909430), were associated with reduced invasive breast cancer risk among women aged 50 and younger only (P-interaction < 0.03). These results indicate that common variation in the TP53 gene could modify the risk of invasive breast cancer.			Garcia-Closas, Montserrat/F-3871-2015; Haines, Jonathan/C-3374-2012; Sprague, Brian/A-8923-2009	Garcia-Closas, Montserrat/0000-0003-1033-2650;										0143-3334		10.1093/carcin/bgm097																		
J	BCI:BCI200800013589				Presence of VIP system at the nuclear cell membrane in ductal breast carcinoma in situ		Valdehita, Ana; Carmena, M. Jose; Arenas, M. Isabel; RuiZ-Villaespesa, Antonio; Valenzuela, Pedro; Prieto, Juan C.; Bajo, Ana M.									Virchows Archiv		2007	AUG 2007	451	2	186-187	186	187										Carmena, Maria Jose/I-3198-2015	Carmena, Maria Jose/0000-0002-5602-0014										0945-6317																				
J	BCI:BCI200800013647				Ductal carcinoma in situ (DCIS) of the male breast		Nikolaidou, Anastasia; Katsamakas, Michael; Tsalikidis, Christos; Pazarli, Elisavet; Kriaka, Athena									Virchows Archiv		2007	AUG 2007	451	2	205	205																						0945-6317																				
J	BCI:BCI200700445458	17063272			Risk factors for breast carcinoma in situ versus invasive breast cancer in a prospective study of pre- and post-menopausal women		Reinier, Kyndaron S.; Vacek, Pamela M. (pvacek@uvm.edu) ; Geller, Berta M.									Breast Cancer Research and Treatment		2007	JUL 2007	103	3	343-348	343	348							Risk factors for breast carcinoma in situ and invasive breast cancer were compared using data from 61,844 women (61% post-menopausal) with no prior breast cancer and at least one screening mammogram between April 1, 1996 and June 30, 2001. The women were followed until a subsequent mammogram before July 1, 2001, or a benign biopsy or breast cancer diagnosis before June 30, 2002. A total of 1,191 breast cancers (300 in situ and 891 invasive) were diagnosed during an average follow-up of 3.1 years. Multivariate Cox regression models were used to estimate the relative risks (RR) of in situ and invasive cancer associated with family history of breast cancer, age at first childbirth or nulliparity, post-menopausal hormone use, body mass index (BMI), and mammographic breast density. Separate analyses were done for pre- and post-menopausal women. BMI was unrelated to risk of in situ cancer regardless of menopausal status, but was associated with an increased risk of invasive cancer in post-menopausal women (RR = 1.9 for BMI >= 30 vs. BMI < 22, 95% confidence interval 1.4-2.5). Later childbearing and nulliparity were more strongly associated with in situ than invasive cancer in pre-menopausal women. Post-menopausal hormone use was more strongly associated with invasive disease. RR associated with family history and breast density were similar for in situ cancer and invasive cancer. Results indicating that BMI is related to post-menopausal invasive cancers but unrelated to in situ cancers are consistent with the hypothesis that concomitants of obesity activate proliferation.														0167-6806		10.1007/s10549-006-9375-9																		
J	BCI:BCI200700261685	17369670			Breast cancer and the "materiality of risk": The rise of morphological prediction		Lowy, Ilana (lowy@vjf.cnrs.fr)									BULLETIN OF THE HISTORY OF MEDICINE		2007	SPR 2007	81	1	241-266	241	266							This paper follows the history of "morphological risk" of breast cancer. In the early twentieth century, surgeons and pathologists arrived at the conclusion that specific anatomical and cytological changes in the breast are related to a heightened risk of developing a malignancy in the future. This conclusion was directly related to a shift from macroscopic to microscopic diagnosis of malignancics, and to the integration of the frozen section into routine surgery for breast cancer. In the interwar era, conditions such as "chronic mastitis" and "cystic disease of the breast" were defined as precancerous, and women diagnosed with these conditions were advised to undergo mastectomy. In the post-World War II era, these entities were replaced by "carcinoma in situ." The recent development of tests for hereditary predisposition to breast cancer is a continuation of attempts to detect an "embodied risk" of cancer and to eliminate this risk by cutting it out.														0007-5140	1086-3176																			
J	BCI:BCI200700233584	17301255			Lifetime recreational and occupational physical activity and risk of in situ and invasive breast cancer		Sprague, Brian L.; Trentham-Dietz, Amy (trentham@wisc.edu) ; Newcomb, Polly A.; Titus-Ernstoff, Linda; Hampton, John M.; Egan, Kathleen M.									Cancer Epidemiology Biomarkers & Prevention		2007	FEB 2007	16	2	236-243	236	243							Numerous studies have observed reduced breast cancer risk with increasing levels of physical activity, yet these findings have been inconsistent about optimal times of activity and effect modification by other factors. We investigated the association between recreational and occupational physical activity and breast cancer risk in a population-based case-control study in Massachusetts, New Hampshire, and Wisconsin. During structured telephone interviews, 7,630 controls, 1,689 in situ, and 6,391 invasive breast cancer cases, ages 20 to 69 years, reported lifetime history of recreational physical activity and occupation. Neither lifetime recreational nor strenuous occupational physical activity appeared to be associated with risk of breast carcinoma in situ. In contrast, recreational physical activity was associated with a reduced risk of invasive breast cancer. After adjustment for potentially confounding factors, women averaging > 6 h per week of strenuous recreational activity over their lifetime had a 23% reduction in the odds ratio of invasive breast cancer when compared with women reporting no recreational activity (95% confidence interval, 0.65-0.92; P-trend = 0.05). However, this reduction in risk was limited to women without a first-degree family history of breast cancer (P-interaction = 0.02). Inverse associations were observed for physical activity early in life, in the postmenopausal years, and in the recent past, but these findings were confined to women without a family history of breast cancer. Lifetime strenuous occupational activity was not associated with invasive breast cancer risk. These results provide further evidence that, for most women, physical activity may reduce the risk of invasive breast cancer.			Sprague, Brian/A-8923-2009											1055-9965		10.1158/1055-9965.EPI-06-0713																		
J	BCI:BCI200700158130	17375183			Molecular classification of breast carcinoma in situ		Raju, Usha; Lu, Mei; Sethi, Seema; Qureshi, Hina; Wolman, Sandra R.; Worsham, Maria J. (mworsha1@hfhs.org)									Current Genomics		2006	DEC 2006	7	8	523-532	523	532							Pleomorphic variant of invasive lobular carcinoma (PILC) is an aggressive variant of invasive lobular carcinoma (ILC). Its in situ counterpart, pleomorphic lobular carcinoma in situ (PLCIS) is a recently described entity. Morphologically it has the typical architectural pattern of LCIS, but the neoplastic cells resemble intermediate grade DCIS. Molecular signatures that distinguish. PLCIS from DCIS and LCIS would provide additional tools to aid in the histopathologic classification of PLCIS as a lesion distinct from LCIS and DCIS. CIS lesions, obtained from a study cohort of 38 breast cancer patients, were divided into 18 DCIS, 14 PLCIS and 6 LCIS. DNA from microdissected archival tissue was interrogated for loss or gain of 112 breast-cancer-specific genes using the Multiplex Ligation-dependent Probe Amplification Assay (MLPA). Classification Regression Tree (CART) analysis was employed to develop a gene-based molecular classification to distinguish or separate out PLCIS from DCIS and LCIS. Molecular classification via CART, based on gene copy number, agreed with histopathology in 34/38 CIS cases. Loss of CASP1 was predictive of LCIS (n=4) with one misclassified PLCIS. Gain of RELA predicted only the LCIS classification (n=2 cases). STK15 and TNFRSF1B were predictive only for DCIS with no misclassifications. Gain of EHF and TNFRSF1B and loss of NCOA3 were predictive of PLCIS, but not without misclassification. Molecular reclassification by CART was accomplished in 4 CIS cases: I PLCIS was reclassified as LCIS, I LCIS reclassified as PLCIS, and 2 DCIS cases as PLCIS. This study provides additional rationale for molecular modeling strategies in the evaluation of CIS lesions. This diagnostic aid may serve to minimize misclassification between PLCIS and DCIS, and PLCIS and LCIS, aiding to increase accuracy in the differential diagnosis of CIS lesions.														1389-2029		10.2174/138920206779315719																		
J	BCI:BCI200600587749	17006721			Oral contraceptive use and risk of breast carcinoma in situ (United States)		Gill, Jasmeet K.; Press, Michael F.; Patel, Alpa V.; Bernstein, Leslie (lbern@usc.edu)									Cancer Causes & Control		2006	NOV 2006	17	9	1155-1162	1155	1162							Objective Our study assesses the impact of oral contraceptive use on breast carcinoma in-situ (BCIS) risk.Methods We conducted a population based case-control study of incident BCIS among black and white women ages 35-64 years residing in Los Angeles County. Case patients (n = 567) were newly diagnosed with BCIS and control participants (n = 614) were identified by random digit dialing between 1 March 1995 and 31 May 1998. All subjects were required to have had a mammogram in the 2 years before case diagnosis or control recruitment. Data were collected during in-person interviews. Multivariable logistic regression analyses provide estimates of odds ratios (ORs) and 95% confidence intervals (95% CIs).Results Oral contraceptive use was not associated with risk of BCIS (OR = 1.04, 95% CI (0.76-1.42)). Risk did not increase with longer periods of use. No associations with BCIS risk were observed for oral contraceptive use before first term pregnancy, age at first oral contraceptive use, or for time since last use. Risk was not modified by estrogen dose, age, race, or parity.Conclusions Our results are consistent with recent results on invasive breast cancer reported for the Women's Contraceptive and Reproductive Experiences Study and show no association between oral contraceptive use and risk of BCIS.														0957-5243		10.1007/s10552-006-0056-0																		
J	BCI:BCI200700086490				hTERT expression in human brest cancer and non-cancerous tissue: the diagnodtic effcacy and correlation with c-Myc expression		Feng, Tang; Chen, Zhong-Qing; Yun, Bao; Zhu, Teng-Fang; Hong, Wang; Zhu, Hong-Guang; Xu, Zu-De; Hu, Xi-Qi (huxiqi@sohu.com)									Fudan Xuebao (Yixueban)		2006	NOV 2006	33	6	727-731	727	731							Purpose To quantitatively measure the expression of hTERT mRNA inhuman brest tissue - explore the diagnostic effcacy and to examine the relationship between c-Myc and hTERT expression. Methods The expression of hTERT mRNA was examined by real-time RT-PCR respectively in normal breast tissue nearby cancer, simple hyperplasia, atypical hyperplasia, ductal carcinoma in situ and invasive ductal carcinoma. The expression of c-Myc mRNA in breast cance was also examined by real-time RT-PCR. Results (1) The positive rate of hTERT mRNA expression in carcinoma was 92. 11% (35/38), and the N-hTERT of them was high than the cutoff (N-hTERT = 10). The N-hTERT of all the benign lesions was below the cutoff. (Z The positive correlation between hTERT mRNA and c-Myc mRNA was found in breast carcinoma (gamma = 0.7395 P < 0.01). Conclusions hTERT mRNA expression is significantly higher in human breast carcinoma in situ than in atypical hyperplasia. Quantitative detection of hTERT mRNA expression by real-time RT-PCR is helpful in differentiated diagnosis of these two lesions. Activation of c-Myc may play a role in the transcriptive activation of hTERT gene in breast carcinoma.														1672-8467																				
J	BCI:BCI200700093546				Role of radiotherapy for the treatment of breast in situ carcinoma	Papel de la radioterapia en el tratamiento del carcinoma in situ de mama	Andreu Martinez, F. J. (andreu_fra@gva.es) ; Martinez Mateu, J. M.									Oncologia (Madrid)		2006	SEP 2006	29	8	34-40	34	40							As a result of mammographic screening programs, the incidence of diagnosed non-invasive breast carcinomas has increased markedly. Nevertheless, the elective treatment for these kind of tumours has not yet been established, leading to controversies to decide about which is the best therapeutic option, whether mastectomy or conserving therapy. We make a review of the literature, and discuss the different treatment options for breast carcinoma in situ, especially the role of radiation therapy.														0378-4835																				
J	BCI:BCI200600587601	16832410			Expression and prognostic impact of the protein tyrosine phosphatases PRL-1, PRL-2, and PRL-3 in breast cancer		Radke, I. (Isabel.Radke@ukmuenster.de) ; Goette, M.; Kersting, C.; Mattsson, B.; Kiesel, L.; Wuelfing, P.									British Journal of Cancer		2006	AUG 7 2006	95	3	347-354	347	354							The aim of this study was to investigate the expression of the protein tyrosine phosphatases (PTP) PRL-1, PRL-2, and PRL-3 in human breast cancer and to evaluate its clinical and prognostic significance. PRL-PTP mRNA expression was examined in malignant (n = 7) and nonmalignant (n = 7) cryoconserved breast tissue samples as well as in eight breast cancer cell lines by RT-PCR. Furthermore, protein expression of PRL-3 was analysed semiquantitatively by immunohistochemistry in ductal breast carcinoma in situ (n = 135) and invasive breast cancer (n = 147) by use of tissue microarray technology (TMA). In 24 lymph node-positive patients we selected the corresponding lymph node metastases for analysis of PRL-3 expression, and a validation set (n = 99) of invasive breast cancer samples was examined. Staining results were correlated with clinicopathological parameters and long-term follow-up. PRL-3 mRNA expression was significantly higher in malignant compared to benign breast tissue. For PRL-1 and PRL-2 expression no significant differences were observed. Staining of TMAs showed PRL-3 expression in 85.9% ductal carcinoma in situ and 75.5% invasive breast carcinomas. Analysis of survival parameters revealed a shorter disease-free survival (DFS) in patients with PRL-3-positive carcinomas, and in particular a significantly shorter DFS in nodal-positive patients with PRL-3 overexpressing tumours as compared to PRL3-negative breast carcinomas (66 +/- 77 months (95% CI, 52-80) vs 97 +/- 79 months (95% CI, 79-115); P = 0.032). Moreover, we found a more frequent expression of PRL-3 in lymph node metastases as compared to the primary tumours (91.7 vs 66.7%; P = 0.033). Our results suggest that PRL-3 might serve as a novel prognostic factor in breast cancer, which may help to predict an adverse disease outcome.				Gotte, Martin/0000-0003-2360-2496										0007-0920	1532-1827	10.1038/sj.bjc.6603261																		
